index,fR,fGV,fSoil,year,lat_utm18n,lon_utm18n,lat_degrees,lon_degrees,photo_id,residue_type,cover_crop_residue,R_427,R_482,R_547,R_604,R_660,R_723,R_824,R_914,R_1209,R_1572,R_1661,R_1730,R_2164,R_2202,R_2259,R_2329,R_swir1,R_swir2,wi,ndti,swira,sindri,sidri,ndvi
760,0.722,0.028,0.25,5/26/2022,4301165.889,415440.9434,38.855259,-75.974533,IMG_4537.JPG,cereal,No,0.053,0.070,0.097,0.118,0.137,0.190,0.234,0.255,0.331,0.349,0.357,0.334,0.274,0.273,0.255,0.227,0.353,0.268,1.320,0.138,0.360,0.034,0.018,0.263
761,0.688,0.035,0.278,5/26/2022,4301133.355,415432.0049,38.854965,-75.974632,IMG_4538.JPG,cereal,No,0.046,0.062,0.085,0.104,0.120,0.171,0.212,0.231,0.300,0.316,0.328,0.307,0.246,0.247,0.229,0.202,0.322,0.241,1.337,0.144,0.342,0.038,0.018,0.278
762,0.798,0.021,0.181,5/26/2022,4301135.915,415431.3379,38.854988,-75.97464,IMG_4539.JPG,cereal,No,0.046,0.062,0.085,0.104,0.120,0.171,0.212,0.231,0.300,0.316,0.328,0.307,0.246,0.247,0.229,0.202,0.322,0.241,1.337,0.144,0.342,0.038,0.018,0.278
763,0.791,0.042,0.167,5/26/2022,4301106.575,415403.8623,38.854721,-75.974953,IMG_4540.JPG,cereal,No,0.047,0.059,0.079,0.094,0.112,0.156,0.196,0.217,0.295,0.321,0.336,0.315,0.254,0.255,0.233,0.205,0.328,0.247,1.327,0.140,0.341,0.046,0.022,0.276
764,0.729,0.028,0.243,5/26/2022,4301109.156,415401.2864,38.854744,-75.974983,IMG_4541.JPG,cereal,No,0.048,0.062,0.082,0.098,0.116,0.161,0.203,0.224,0.294,0.319,0.333,0.312,0.251,0.252,0.231,0.202,0.326,0.245,1.333,0.143,0.343,0.045,0.022,0.274
765,0.764,0.063,0.174,5/26/2022,4301106.338,415342.9394,38.854713,-75.975655,IMG_4542.JPG,cereal,No,0.042,0.055,0.072,0.087,0.103,0.149,0.194,0.218,0.293,0.319,0.335,0.313,0.249,0.253,0.229,0.200,0.327,0.244,1.341,0.146,0.350,0.050,0.024,0.308
766,0.75,0.042,0.208,5/26/2022,4301107.205,415344.9446,38.854721,-75.975632,IMG_4543.JPG,cereal,No,0.042,0.055,0.072,0.087,0.103,0.149,0.194,0.218,0.293,0.319,0.335,0.313,0.249,0.253,0.229,0.200,0.327,0.244,1.341,0.146,0.350,0.050,0.024,0.308
767,0.549,0.035,0.417,5/26/2022,4300744.112,414977.6092,38.851414,-75.97982,IMG_4558.JPG,cereal_maize,No,0.063,0.075,0.091,0.109,0.126,0.171,0.213,0.239,0.326,0.339,0.347,0.323,0.264,0.262,0.245,0.217,0.343,0.257,1.337,0.144,0.364,0.034,0.017,0.257
768,0.507,0.167,0.326,5/26/2022,4300744.133,414975.6133,38.851414,-75.979843,IMG_4559.JPG,cereal_maize,No,0.065,0.078,0.094,0.112,0.129,0.173,0.214,0.241,0.332,0.346,0.353,0.328,0.269,0.266,0.249,0.220,0.349,0.261,1.337,0.144,0.371,0.034,0.017,0.248
769,0.59,0.028,0.382,5/26/2022,4300762.659,414945.3505,38.851578,-75.980194,IMG_4560.JPG,cereal_maize,No,0.057,0.072,0.089,0.108,0.128,0.169,0.210,0.236,0.335,0.351,0.355,0.331,0.269,0.265,0.248,0.221,0.353,0.261,1.353,0.150,0.388,0.033,0.017,0.244
770,0.535,0.063,0.403,5/26/2022,4300762.631,414947.9538,38.851578,-75.980164,IMG_4561.JPG,cereal_maize,No,0.057,0.072,0.089,0.108,0.128,0.169,0.210,0.236,0.335,0.351,0.355,0.331,0.269,0.265,0.248,0.221,0.353,0.261,1.353,0.150,0.388,0.033,0.017,0.244
771,0.591,0.049,0.361,5/26/2022,4300804.83,414914.6475,38.851955,-75.980553,IMG_4562.JPG,cereal_maize,No,0.059,0.075,0.099,0.123,0.144,0.189,0.230,0.256,0.351,0.364,0.369,0.343,0.281,0.278,0.260,0.233,0.366,0.273,1.340,0.145,0.391,0.033,0.018,0.230
772,0.605,0.056,0.34,5/26/2022,4300805.253,414916.648,38.851959,-75.98053,IMG_4563.JPG,cereal_maize,No,0.058,0.075,0.099,0.122,0.143,0.187,0.227,0.252,0.342,0.353,0.358,0.334,0.273,0.270,0.253,0.226,0.355,0.265,1.340,0.145,0.380,0.033,0.017,0.228
773,0.757,0.069,0.174,5/26/2022,4300949.24,415984.2345,38.853359,-75.968246,IMG_4576.JPG,maize_cereal,No,0.046,0.059,0.075,0.094,0.113,0.155,0.199,0.223,0.309,0.316,0.332,0.309,0.238,0.242,0.216,0.192,0.324,0.232,1.398,0.166,0.388,0.057,0.026,0.275
774,0.909,0.035,0.056,5/26/2022,4300948.485,415982.2305,38.853352,-75.968269,IMG_4577.JPG,maize_cereal,No,0.046,0.059,0.075,0.094,0.113,0.155,0.199,0.223,0.309,0.316,0.332,0.309,0.238,0.242,0.216,0.192,0.324,0.232,1.398,0.166,0.388,0.057,0.026,0.275
775,0.786,0.076,0.139,5/26/2022,4300979.716,415988.4628,38.853634,-75.968201,IMG_4578.JPG,maize_cereal,No,0.043,0.060,0.078,0.101,0.124,0.166,0.214,0.237,0.326,0.332,0.347,0.322,0.243,0.249,0.221,0.195,0.340,0.238,1.428,0.176,0.429,0.060,0.028,0.265
776,0.82,0.069,0.111,5/26/2022,4300978.058,415987.8378,38.853619,-75.968208,IMG_4579.JPG,maize_cereal,No,0.043,0.060,0.078,0.101,0.124,0.166,0.214,0.237,0.326,0.332,0.347,0.322,0.243,0.249,0.221,0.195,0.340,0.238,1.428,0.176,0.429,0.060,0.028,0.265
777,0.861,0.104,0.035,5/26/2022,4301014.632,415971.6502,38.853947,-75.968399,IMG_4580.JPG,maize_cereal,No,0.043,0.061,0.078,0.101,0.125,0.164,0.210,0.233,0.323,0.330,0.344,0.319,0.245,0.251,0.223,0.197,0.337,0.239,1.408,0.169,0.411,0.059,0.028,0.255
778,0.854,0.056,0.09,5/26/2022,4301013.752,415970.9466,38.853939,-75.968407,IMG_4581.JPG,maize_cereal,No,0.043,0.060,0.078,0.100,0.124,0.163,0.210,0.232,0.320,0.326,0.340,0.315,0.241,0.247,0.220,0.194,0.333,0.236,1.412,0.171,0.410,0.058,0.027,0.258
779,0.778,0.056,0.167,5/26/2022,4301041.209,415977.2257,38.854187,-75.968338,IMG_4582.JPG,maize_cereal,No,0.041,0.058,0.075,0.097,0.120,0.162,0.210,0.234,0.324,0.329,0.345,0.318,0.241,0.246,0.218,0.192,0.337,0.235,1.434,0.178,0.429,0.061,0.028,0.273
780,0.688,0.153,0.16,5/26/2022,4301040.752,415978.5226,38.854183,-75.968323,IMG_4583.JPG,maize_cereal,No,0.041,0.058,0.075,0.097,0.120,0.162,0.210,0.234,0.324,0.329,0.345,0.318,0.241,0.246,0.218,0.192,0.337,0.235,1.434,0.178,0.429,0.061,0.028,0.273
781,0.688,0.118,0.194,5/26/2022,4301075.056,415977.5846,38.854492,-75.968338,IMG_4584.JPG,maize_cereal,No,0.040,0.058,0.075,0.097,0.121,0.163,0.212,0.236,0.326,0.330,0.346,0.318,0.238,0.244,0.216,0.189,0.338,0.232,1.455,0.185,0.445,0.061,0.028,0.275
782,0.715,0.09,0.194,5/26/2022,4301078.081,415974.9264,38.854519,-75.968369,IMG_4585.JPG,maize_cereal,No,0.041,0.058,0.075,0.097,0.119,0.162,0.212,0.235,0.324,0.328,0.343,0.317,0.238,0.244,0.215,0.189,0.336,0.232,1.445,0.182,0.435,0.062,0.028,0.279
783,0.805,0.104,0.09,5/26/2022,4301114.063,415972.7046,38.854843,-75.968399,IMG_4586.JPG,maize_cereal,No,0.049,0.066,0.085,0.105,0.125,0.171,0.221,0.243,0.322,0.329,0.343,0.317,0.245,0.250,0.223,0.196,0.336,0.239,1.406,0.169,0.408,0.057,0.027,0.276
784,0.792,0.076,0.132,5/26/2022,4301113.598,415974.6956,38.854839,-75.968376,IMG_4587.JPG,maize_cereal,No,0.047,0.065,0.083,0.103,0.123,0.169,0.218,0.240,0.320,0.328,0.341,0.316,0.245,0.250,0.224,0.198,0.334,0.239,1.396,0.165,0.399,0.054,0.026,0.278
785,0.855,0.049,0.097,5/26/2022,4301107.696,418981.8302,38.855068,-75.933723,IMG_4380.JPG,maize_cereal,No,0.061,0.082,0.104,0.132,0.159,0.200,0.249,0.273,0.370,0.384,0.399,0.369,0.294,0.300,0.266,0.235,0.392,0.287,1.366,0.155,0.441,0.059,0.034,0.220
786,0.931,0.014,0.056,5/26/2022,4301081.547,418977.571,38.854832,-75.933769,IMG_4381.JPG,maize_cereal,No,0.060,0.083,0.105,0.134,0.162,0.202,0.252,0.274,0.372,0.387,0.402,0.372,0.297,0.303,0.270,0.237,0.395,0.290,1.362,0.153,0.441,0.057,0.033,0.217
787,0.861,0.021,0.118,5/26/2022,4301079.002,418976.8507,38.854809,-75.933777,IMG_4382.JPG,maize_cereal,No,0.059,0.082,0.104,0.132,0.161,0.200,0.250,0.273,0.370,0.384,0.399,0.369,0.294,0.300,0.267,0.234,0.391,0.287,1.363,0.154,0.439,0.058,0.033,0.218
788,0.827,0.083,0.09,5/26/2022,4301055.719,418974.6167,38.854599,-75.9338,IMG_4383.JPG,maize_cereal,No,0.054,0.076,0.099,0.127,0.154,0.197,0.250,0.273,0.369,0.381,0.395,0.366,0.288,0.294,0.261,0.228,0.388,0.281,1.379,0.159,0.449,0.060,0.033,0.238
789,0.667,0.076,0.257,5/26/2022,4301052.271,418975.2757,38.854568,-75.933792,IMG_4384.JPG,maize_cereal,No,0.054,0.076,0.099,0.127,0.154,0.197,0.250,0.273,0.369,0.381,0.395,0.366,0.288,0.294,0.261,0.228,0.388,0.281,1.379,0.159,0.449,0.060,0.033,0.238
790,0.702,0.097,0.202,5/26/2022,4301022.046,419000.7405,38.854298,-75.933495,IMG_4385.JPG,maize_cereal,No,0.058,0.080,0.103,0.130,0.159,0.202,0.253,0.276,0.374,0.382,0.395,0.365,0.287,0.293,0.261,0.228,0.389,0.280,1.387,0.162,0.456,0.056,0.031,0.229
791,0.743,0.076,0.181,5/26/2022,4301022.344,419004.128,38.854301,-75.933456,IMG_4386.JPG,maize_cereal,No,0.058,0.080,0.103,0.130,0.158,0.202,0.254,0.277,0.375,0.384,0.398,0.368,0.288,0.295,0.263,0.229,0.391,0.282,1.388,0.162,0.460,0.057,0.032,0.233
792,0.93,0.007,0.063,5/26/2022,4300993.837,419024.3169,38.854046,-75.93322,IMG_4387.JPG,maize_cereal,No,0.055,0.078,0.099,0.126,0.153,0.194,0.245,0.268,0.366,0.376,0.391,0.359,0.282,0.288,0.256,0.225,0.384,0.275,1.392,0.164,0.454,0.058,0.032,0.231
793,0.917,0.035,0.049,5/26/2022,4300993.863,419021.7137,38.854046,-75.93325,IMG_4388.JPG,maize_cereal,No,0.055,0.078,0.099,0.126,0.153,0.194,0.245,0.268,0.366,0.376,0.391,0.359,0.282,0.288,0.256,0.225,0.384,0.275,1.392,0.164,0.454,0.058,0.032,0.231
794,0.785,0.049,0.167,5/26/2022,4300964.363,419008.829,38.853779,-75.933395,IMG_4389.JPG,maize_cereal,No,0.054,0.074,0.095,0.122,0.148,0.187,0.238,0.260,0.360,0.372,0.386,0.356,0.281,0.287,0.256,0.224,0.379,0.275,1.381,0.160,0.440,0.058,0.031,0.233
795,0.84,0.028,0.132,5/26/2022,4300967.699,419008.1688,38.853809,-75.933403,IMG_4390.JPG,maize_cereal,No,0.054,0.075,0.096,0.122,0.148,0.189,0.240,0.262,0.364,0.375,0.389,0.359,0.283,0.289,0.257,0.225,0.382,0.276,1.384,0.161,0.447,0.057,0.031,0.235
796,0.368,0.146,0.486,5/26/2022,4302229.13,417268.7888,38.865013,-75.953598,IMG_4512.JPG,soy,No,0.072,0.093,0.136,0.156,0.170,0.261,0.351,0.356,0.412,0.372,0.386,0.358,0.279,0.271,0.266,0.237,0.379,0.272,1.394,0.165,0.451,0.010,0.005,0.346
797,0.319,0.181,0.5,5/26/2022,4302226.1,417272.0543,38.864986,-75.95356,IMG_4513.JPG,soy,No,0.073,0.095,0.139,0.160,0.175,0.263,0.347,0.353,0.410,0.373,0.387,0.359,0.282,0.274,0.268,0.240,0.380,0.275,1.382,0.161,0.442,0.010,0.005,0.330
798,0.319,0.16,0.521,5/26/2022,4302192.968,417288.2811,38.864689,-75.953369,IMG_4514.JPG,soy,No,0.069,0.087,0.119,0.134,0.147,0.229,0.302,0.313,0.375,0.343,0.354,0.328,0.258,0.254,0.245,0.217,0.349,0.252,1.381,0.160,0.405,0.016,0.008,0.345
799,0.229,0.16,0.611,5/26/2022,4302195.52,417288.3077,38.864712,-75.953369,IMG_4515.JPG,soy,No,0.064,0.082,0.113,0.127,0.139,0.223,0.300,0.310,0.368,0.331,0.342,0.317,0.244,0.241,0.235,0.207,0.336,0.240,1.401,0.167,0.405,0.014,0.007,0.366
800,0.383,0.09,0.528,5/26/2022,4302173.494,417325.1279,38.864517,-75.952942,IMG_4516.JPG,soy,No,0.077,0.098,0.133,0.154,0.170,0.240,0.300,0.312,0.387,0.372,0.381,0.354,0.294,0.287,0.278,0.250,0.376,0.286,1.315,0.136,0.380,0.016,0.009,0.276
801,0.285,0.063,0.653,5/26/2022,4302175.595,417325.844,38.864536,-75.952934,IMG_4517.JPG,soy,No,0.072,0.091,0.125,0.144,0.159,0.231,0.294,0.305,0.379,0.365,0.372,0.347,0.286,0.280,0.271,0.243,0.369,0.279,1.321,0.138,0.377,0.016,0.009,0.298
802,0.389,0.063,0.549,5/26/2022,4302176.984,417362.9087,38.864552,-75.952507,IMG_4518.JPG,soy,No,0.066,0.082,0.116,0.133,0.147,0.225,0.295,0.306,0.380,0.356,0.367,0.340,0.272,0.268,0.260,0.231,0.362,0.267,1.356,0.151,0.400,0.015,0.008,0.337
803,0.319,0.09,0.59,5/26/2022,4302178.656,417362.232,38.864567,-75.952515,IMG_4519.JPG,soy,No,0.066,0.082,0.116,0.133,0.147,0.225,0.295,0.306,0.380,0.356,0.367,0.340,0.272,0.268,0.260,0.231,0.362,0.267,1.356,0.151,0.400,0.015,0.008,0.337
804,0.313,0.132,0.556,5/26/2022,4302208.73,417394.3897,38.864841,-75.952148,IMG_4520.JPG,soy,No,0.066,0.083,0.115,0.132,0.146,0.224,0.299,0.311,0.380,0.353,0.365,0.341,0.268,0.262,0.256,0.228,0.359,0.262,1.370,0.156,0.408,0.012,0.006,0.344
805,0.556,0.083,0.362,5/26/2022,4300750.937,417492.3558,38.851715,-75.950844,IMG_1308.JPG,soy,No,0.046,0.061,0.090,0.105,0.121,0.209,0.298,0.311,0.385,0.342,0.359,0.334,0.251,0.252,0.234,0.209,0.350,0.246,1.426,0.176,0.440,0.036,0.018,0.423
806,0.577,0.09,0.334,5/26/2022,4300752.282,417491.068,38.851727,-75.950859,IMG_1309.JPG,soy,No,0.046,0.061,0.089,0.104,0.119,0.209,0.298,0.312,0.385,0.342,0.358,0.334,0.251,0.251,0.234,0.208,0.350,0.245,1.427,0.176,0.440,0.037,0.018,0.429
807,0.653,0.083,0.264,5/26/2022,4300724.557,417542.4161,38.851482,-75.950264,IMG_1310.JPG,soy,No,0.047,0.063,0.092,0.107,0.122,0.208,0.288,0.304,0.377,0.349,0.363,0.338,0.261,0.261,0.243,0.217,0.356,0.255,1.395,0.165,0.424,0.037,0.018,0.404
808,0.444,0.139,0.417,5/26/2022,4300722.9,417541.7046,38.851467,-75.950272,IMG_1311.JPG,soy,No,0.047,0.063,0.092,0.107,0.122,0.208,0.288,0.304,0.377,0.349,0.363,0.338,0.261,0.261,0.243,0.217,0.356,0.255,1.395,0.165,0.424,0.037,0.018,0.404
809,0.271,0.174,0.556,5/26/2022,4300689.16,417573.811,38.851166,-75.949898,IMG_1312.JPG,soy,No,0.059,0.077,0.111,0.128,0.142,0.236,0.330,0.343,0.398,0.357,0.370,0.344,0.272,0.270,0.257,0.230,0.364,0.266,1.366,0.155,0.410,0.026,0.014,0.397
810,0.299,0.125,0.576,5/26/2022,4300687.501,417573.1863,38.851151,-75.949905,IMG_1313.JPG,soy,No,0.061,0.079,0.114,0.130,0.144,0.240,0.334,0.347,0.405,0.363,0.376,0.350,0.277,0.274,0.261,0.234,0.369,0.271,1.364,0.154,0.414,0.025,0.013,0.397
811,0.389,0.104,0.507,5/26/2022,4300666.681,417579.5654,38.850964,-75.949829,IMG_1314.JPG,soy,No,0.063,0.082,0.116,0.131,0.145,0.237,0.322,0.335,0.412,0.376,0.388,0.363,0.288,0.287,0.273,0.246,0.382,0.283,1.350,0.149,0.417,0.024,0.013,0.381
812,0.403,0.132,0.466,5/26/2022,4300664.573,417579.5435,38.850945,-75.949829,IMG_1315.JPG,soy,No,0.063,0.082,0.116,0.131,0.145,0.237,0.322,0.335,0.412,0.376,0.388,0.363,0.288,0.287,0.273,0.246,0.382,0.283,1.350,0.149,0.417,0.024,0.013,0.381
813,0.313,0.118,0.57,5/26/2022,4300656.365,417547.0005,38.850868,-75.950203,IMG_1318.JPG,soy,No,0.064,0.082,0.117,0.132,0.146,0.243,0.338,0.350,0.415,0.370,0.383,0.359,0.283,0.281,0.268,0.241,0.376,0.277,1.357,0.152,0.417,0.025,0.013,0.396
814,0.278,0.097,0.625,5/26/2022,4300654.708,417546.2889,38.850853,-75.950211,IMG_1319.JPG,soy,No,0.064,0.082,0.117,0.132,0.146,0.243,0.338,0.350,0.415,0.370,0.383,0.359,0.283,0.281,0.268,0.241,0.376,0.277,1.357,0.152,0.417,0.025,0.013,0.396
815,0.326,0.16,0.514,5/26/2022,4300648.393,417502.5702,38.850792,-75.950714,IMG_1320.JPG,soy,No,0.059,0.078,0.111,0.125,0.138,0.234,0.326,0.338,0.399,0.353,0.367,0.343,0.267,0.264,0.251,0.225,0.360,0.261,1.380,0.160,0.417,0.026,0.013,0.406
816,0.333,0.174,0.493,5/26/2022,4300646.736,417501.8587,38.850777,-75.950722,IMG_1321.JPG,soy,No,0.059,0.078,0.111,0.125,0.138,0.234,0.326,0.338,0.399,0.353,0.367,0.343,0.267,0.264,0.251,0.225,0.360,0.261,1.380,0.160,0.417,0.026,0.013,0.406
817,0.285,0.132,0.584,5/26/2022,4300660.66,417464.9464,38.850899,-75.951149,IMG_1322.JPG,soy,No,0.064,0.085,0.122,0.141,0.156,0.240,0.314,0.324,0.394,0.365,0.376,0.351,0.286,0.281,0.270,0.245,0.370,0.279,1.328,0.141,0.386,0.021,0.011,0.336
818,0.25,0.139,0.611,5/26/2022,4300658.898,417463.6263,38.850883,-75.951164,IMG_1323.JPG,soy,No,0.067,0.088,0.125,0.145,0.162,0.243,0.314,0.325,0.397,0.372,0.380,0.357,0.292,0.287,0.276,0.251,0.376,0.285,1.319,0.138,0.383,0.020,0.011,0.321
819,0.396,0.146,0.458,5/26/2022,4300702.095,417471.9735,38.851273,-75.951073,IMG_1324.JPG,soy,No,0.047,0.060,0.089,0.103,0.116,0.207,0.294,0.308,0.374,0.339,0.355,0.330,0.251,0.252,0.234,0.210,0.347,0.246,1.411,0.171,0.425,0.037,0.018,0.435
820,0.487,0.083,0.431,5/26/2022,4300700.769,417471.3522,38.851261,-75.95108,IMG_1325.JPG,soy,No,0.047,0.061,0.089,0.104,0.116,0.206,0.291,0.306,0.371,0.336,0.352,0.327,0.249,0.249,0.231,0.207,0.344,0.243,1.415,0.172,0.424,0.038,0.018,0.429
821,0.476,0.126,0.399,5/26/2022,4300751.095,417477.1702,38.851715,-75.951019,IMG_1326.JPG,soy,No,0.046,0.061,0.090,0.104,0.119,0.208,0.295,0.310,0.381,0.341,0.357,0.332,0.251,0.252,0.234,0.208,0.349,0.246,1.419,0.173,0.434,0.037,0.018,0.424
822,0.479,0.132,0.389,5/26/2022,4300749.875,417477.1575,38.851704,-75.951019,IMG_1327.JPG,soy,No,0.046,0.061,0.090,0.104,0.119,0.208,0.295,0.310,0.381,0.341,0.357,0.332,0.251,0.252,0.234,0.208,0.349,0.246,1.419,0.173,0.434,0.037,0.018,0.424
823,0,0,1,5/26/2022,4300752.797,418957.6339,38.851868,-75.93396,IMG_4393.JPG,soy,No,0.093,0.117,0.155,0.195,0.221,0.259,0.293,0.305,0.373,0.376,0.373,0.351,0.322,0.312,0.309,0.280,0.374,0.315,1.190,0.087,0.253,0.005,0.003,0.140
824,0,0,1,5/26/2022,4300756.113,418958.9696,38.851898,-75.933945,IMG_4394.JPG,soy,No,0.092,0.115,0.153,0.192,0.218,0.256,0.290,0.303,0.372,0.375,0.372,0.350,0.322,0.312,0.309,0.280,0.373,0.314,1.188,0.086,0.249,0.005,0.003,0.142
825,0.014,0,0.986,5/26/2022,4300696.491,418918.0052,38.851357,-75.93441,IMG_4395.JPG,soy,No,0.081,0.102,0.133,0.165,0.190,0.220,0.255,0.266,0.337,0.344,0.342,0.322,0.295,0.286,0.282,0.256,0.343,0.288,1.192,0.088,0.233,0.006,0.004,0.146
826,0.028,0,0.972,5/26/2022,4300692.17,418917.2668,38.851318,-75.934418,IMG_4396.JPG,soy,No,0.080,0.101,0.131,0.163,0.188,0.216,0.250,0.262,0.332,0.341,0.338,0.318,0.293,0.284,0.280,0.255,0.339,0.286,1.188,0.086,0.227,0.006,0.003,0.143
827,0.035,0,0.965,5/26/2022,4300664.115,418893.2008,38.851063,-75.934692,IMG_4397.JPG,soy,No,0.077,0.100,0.131,0.165,0.190,0.219,0.253,0.264,0.327,0.337,0.335,0.315,0.292,0.281,0.279,0.253,0.336,0.284,1.183,0.084,0.219,0.005,0.003,0.141
828,0.035,0,0.965,5/26/2022,4300660.675,418893.1655,38.851032,-75.934692,IMG_4398.JPG,soy,No,0.079,0.102,0.133,0.167,0.193,0.222,0.257,0.268,0.327,0.337,0.334,0.315,0.291,0.281,0.278,0.253,0.336,0.283,1.184,0.084,0.220,0.006,0.003,0.143
829,0.035,0,0.966,5/26/2022,4300637.31,418866.3703,38.850819,-75.934998,IMG_4399.JPG,soy,No,0.081,0.106,0.140,0.176,0.203,0.234,0.269,0.279,0.341,0.352,0.347,0.328,0.304,0.293,0.290,0.265,0.350,0.296,1.182,0.083,0.227,0.005,0.003,0.140
830,0.042,0,0.959,5/26/2022,4300635.971,418867.0508,38.850807,-75.93499,IMG_4400.JPG,soy,No,0.081,0.106,0.140,0.176,0.203,0.234,0.269,0.279,0.341,0.352,0.347,0.328,0.304,0.293,0.290,0.265,0.350,0.296,1.182,0.083,0.227,0.005,0.003,0.140
831,0.007,0,0.993,5/26/2022,4300621.945,418827.854,38.850677,-75.93544,IMG_4401.JPG,soy,No,0.094,0.121,0.162,0.206,0.237,0.272,0.306,0.316,0.400,0.417,0.407,0.386,0.365,0.351,0.351,0.323,0.412,0.356,1.158,0.073,0.237,0.001,0.001,0.127
832,0.042,0,0.958,5/26/2022,4300617.741,418826.5091,38.850639,-75.935455,IMG_4402.JPG,soy,No,0.094,0.121,0.162,0.205,0.235,0.271,0.305,0.316,0.394,0.407,0.399,0.377,0.355,0.342,0.340,0.314,0.403,0.345,1.167,0.077,0.243,0.002,0.002,0.129
833,0,0,1,5/26/2022,4300604.173,418785.9282,38.850513,-75.935921,IMG_4403.JPG,soy,No,0.086,0.112,0.149,0.190,0.221,0.256,0.293,0.305,0.373,0.382,0.376,0.355,0.330,0.318,0.315,0.288,0.379,0.321,1.179,0.082,0.242,0.004,0.003,0.140
834,0.028,0,0.972,5/26/2022,4300601.732,418785.9032,38.850491,-75.935921,IMG_4404.JPG,soy,No,0.086,0.110,0.146,0.186,0.217,0.251,0.288,0.300,0.364,0.371,0.366,0.346,0.321,0.309,0.306,0.280,0.369,0.312,1.182,0.083,0.239,0.005,0.003,0.141
835,0.563,0.125,0.313,5/26/2022,4300668.932,418628.991,38.851082,-75.937737,IMG_4408.JPG,maize,No,0.048,0.062,0.088,0.103,0.115,0.203,0.288,0.305,0.375,0.340,0.358,0.328,0.248,0.251,0.230,0.198,0.349,0.243,1.439,0.180,0.448,0.044,0.021,0.431
836,0.535,0.111,0.354,5/26/2022,4300667.607,418628.3699,38.85107,-75.937744,IMG_4409.JPG,maize,No,0.048,0.062,0.088,0.103,0.115,0.202,0.287,0.303,0.374,0.342,0.360,0.330,0.251,0.253,0.232,0.201,0.351,0.245,1.430,0.177,0.444,0.043,0.021,0.429
837,0.618,0.111,0.271,5/26/2022,4300677.391,418583.4292,38.851154,-75.938263,IMG_4410.JPG,maize,No,0.055,0.071,0.098,0.114,0.129,0.208,0.284,0.301,0.373,0.350,0.364,0.335,0.261,0.263,0.241,0.211,0.357,0.255,1.398,0.166,0.428,0.043,0.022,0.374
838,0.673,0.083,0.243,5/26/2022,4300674.069,418582.7008,38.851124,-75.938271,IMG_4411.JPG,maize,No,0.055,0.071,0.098,0.114,0.129,0.208,0.284,0.301,0.373,0.350,0.364,0.335,0.261,0.263,0.241,0.211,0.357,0.255,1.398,0.166,0.428,0.043,0.022,0.374
839,0.701,0.09,0.208,5/26/2022,4300723.273,418524.9742,38.851562,-75.938942,IMG_4412.JPG,maize,No,0.053,0.068,0.094,0.111,0.126,0.205,0.282,0.299,0.375,0.353,0.369,0.340,0.262,0.265,0.244,0.213,0.361,0.257,1.406,0.169,0.439,0.042,0.021,0.383
840,0.674,0.09,0.236,5/26/2022,4300724.174,418523.6817,38.85157,-75.938957,IMG_4413.JPG,maize,No,0.053,0.068,0.094,0.111,0.126,0.205,0.282,0.299,0.375,0.353,0.369,0.340,0.262,0.265,0.244,0.213,0.361,0.257,1.406,0.169,0.439,0.042,0.021,0.383
841,0.708,0.09,0.201,5/26/2022,4300760.865,418495.5939,38.851898,-75.939285,IMG_4414.JPG,maize,No,0.056,0.074,0.101,0.120,0.136,0.208,0.278,0.296,0.376,0.360,0.373,0.344,0.271,0.273,0.251,0.221,0.367,0.265,1.382,0.160,0.427,0.041,0.022,0.342
842,0.666,0.092,0.241,5/26/2022,4300760.388,418498.8868,38.851894,-75.939247,IMG_4415.JPG,maize,No,0.056,0.074,0.101,0.120,0.136,0.208,0.278,0.296,0.376,0.360,0.373,0.344,0.271,0.273,0.251,0.221,0.367,0.265,1.382,0.160,0.427,0.041,0.022,0.342
843,0.479,0.132,0.389,5/26/2022,4300802.751,418458.8815,38.852272,-75.939713,IMG_4416.JPG,maize,No,0.051,0.067,0.093,0.109,0.122,0.205,0.285,0.300,0.377,0.356,0.371,0.340,0.266,0.267,0.246,0.215,0.363,0.260,1.399,0.166,0.436,0.041,0.021,0.399
844,0.528,0.111,0.361,5/26/2022,4300802.341,418455.5795,38.852268,-75.939751,IMG_4417.JPG,maize,No,0.049,0.065,0.091,0.107,0.120,0.203,0.285,0.302,0.378,0.353,0.368,0.338,0.262,0.264,0.243,0.211,0.361,0.256,1.409,0.170,0.440,0.041,0.021,0.409
845,0.278,0.063,0.66,5/26/2022,4301090.542,418306.9403,38.854851,-75.941498,IMG_4458.JPG,soy,No,0.067,0.083,0.116,0.134,0.143,0.237,0.317,0.328,0.375,0.333,0.343,0.316,0.258,0.254,0.243,0.216,0.338,0.251,1.344,0.147,0.364,0.023,0.012,0.378
846,0.362,0.09,0.549,5/26/2022,4301092.637,418308.2636,38.85487,-75.941483,IMG_4459.JPG,soy,No,0.067,0.083,0.116,0.134,0.143,0.237,0.317,0.328,0.375,0.333,0.343,0.316,0.258,0.254,0.243,0.216,0.338,0.251,1.344,0.147,0.364,0.023,0.012,0.378
847,0.479,0.111,0.41,5/26/2022,4301115.278,418329.7581,38.855076,-75.941238,IMG_4460.JPG,soy,No,0.063,0.078,0.111,0.128,0.138,0.230,0.312,0.321,0.376,0.341,0.349,0.322,0.268,0.263,0.253,0.225,0.345,0.261,1.322,0.139,0.354,0.019,0.010,0.387
